,INDICATOR_CODE,INDICATOR_NAME,Country_ID,Country_Code,Region,IncomeGroup,CountryName,RECORDED_YEAR,EMISSION
1581,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,1990,0.902404974
1582,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,1991,0.9068425392
1583,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,1992,0.908669985
1584,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,1993,0.9556304125
1585,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,1994,1.00291916
1586,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,1995,1.200849699
1587,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,1996,1.007720556
1588,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,1997,1.318741767
1589,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,1998,1.347587687
1590,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,1999,1.489126321
1591,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,2000,1.833318702
1592,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,2001,2.040995994
1593,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,2002,1.546980751
1594,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,2003,1.775225739
1595,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,2004,2.104296089
1596,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,2005,2.160934269
1597,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,2006,2.259171976
1598,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,2007,2.384587423
1599,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,2008,2.40906051
1600,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,2009,2.381263902
1601,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,2010,2.508908443
1602,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,2011,2.212621105
1603,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,2012,2.424224829
1604,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,2013,2.490591261
1605,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,2014,2.594744201
1606,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,2015,2.584027312
1607,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,2016,2.604352479
1608,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,2017,2.352172493
1609,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,2018,2.333987546
1610,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,2019,2.437419499
1611,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),58,DMA,Latin America & Caribbean,Upper middle income,Dominica,2020,2.261268144
1612,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,1990,10.11060431
1613,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,1991,12.16466335
1614,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,1992,11.01648113
1615,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,1993,11.42905215
1616,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,1994,12.13394466
1617,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,1995,11.47221878
1618,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,1996,13.94149123
1619,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,1997,12.03735257
1620,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,1998,11.25713324
1621,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,1999,10.65964724
1622,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,2000,9.851270204
1623,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,2001,10.12270883
1624,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,2002,10.01495369
1625,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,2003,10.98844019
1626,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,2004,9.941228856
1627,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,2005,9.263313941
1628,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,2006,10.69175866
1629,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,2007,9.779732005
1630,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,2008,9.124710278
1631,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,2009,8.67875711
1632,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,2010,8.674756651
1633,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,2011,7.736727934
1634,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,2012,6.834607513
1635,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,2013,7.11686268
1636,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,2014,6.347153128
1637,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,2015,5.930324767
1638,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,2016,6.169734341
1639,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,2017,5.756134453
1640,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,2018,5.718912959
1641,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,2019,5.107386426
1642,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),59,DNK,Europe & Central Asia,High income,Denmark,2020,4.691237308
1643,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,1990,1.102636497
1644,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,1991,1.130687753
1645,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,1992,1.295268562
1646,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,1993,1.256640313
1647,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,1994,1.442050126
1648,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,1995,1.50509171
1649,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,1996,1.588617221
1650,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,1997,1.779468069
1651,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,1998,2.006260228
1652,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,1999,2.115468888
1653,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,2000,2.186050449
1654,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,2001,2.189827247
1655,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,2002,2.374515085
1656,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,2003,2.099272499
1657,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,2004,1.911086729
1658,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,2005,2.039418783
1659,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,2006,2.193896104
1660,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,2007,2.193825577
1661,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,2008,2.161232005
1662,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,2009,2.037424929
1663,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,2010,2.115519466
1664,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,2011,2.111718031
1665,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,2012,2.161474933
1666,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,2013,2.09580517
1667,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,2014,2.086214753
1668,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,2015,2.267046018
1669,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,2016,2.336099271
1670,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,2017,2.211962081
1671,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,2018,2.356223766
1672,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,2019,2.368634396
1673,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),60,DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,2020,2.080181722
1674,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,1990,2.466365604
1675,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,1991,2.541851285
1676,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,1992,2.499022087
1677,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,1993,2.640134411
1678,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,1994,2.634720413
1679,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,1995,2.684182209
1680,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,1996,2.626350224
1681,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,1997,2.525211077
1682,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,1998,2.494567358
1683,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,1999,2.554046267
1684,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,2000,2.601065339
1685,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,2001,2.520609526
1686,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,2002,2.605694613
1687,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,2003,2.751098761
1688,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,2004,2.752758782
1689,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,2005,2.85792657
1690,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,2006,2.985149131
1691,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,2007,3.023502915
1692,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,2008,3.116770947
1693,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,2009,3.187069044
1694,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,2010,3.184357
1695,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,2011,3.305232517
1696,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,2012,3.621367718
1697,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,2013,3.658468679
1698,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,2014,3.811521147
1699,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,2015,3.951960939
1700,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,2016,3.833834222
1701,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,2017,3.833681126
1702,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,2018,3.924298722
1703,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,2019,3.994401828
1704,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),61,DZA,Middle East & North Africa,Lower middle income,Algeria,2020,3.71822337
1705,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),1990,1.664938422
1706,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),1991,1.736352357
1707,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),1992,1.789229404
1708,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),1993,1.921523412
1709,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),1994,1.987485915
1710,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),1995,2.184429118
1711,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),1996,2.171886573
1712,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),1997,2.209273315
1713,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),1998,2.230072686
1714,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),1999,2.18229109
1715,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),2000,2.279308464
1716,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),2001,2.380877401
1717,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),2002,2.52084987
1718,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),2003,2.863813091
1719,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),2004,3.236967699
1720,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),2005,3.60328887
1721,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),2006,3.911354353
1722,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),2007,4.191853461
1723,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),2008,4.28266722
1724,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),2009,4.509380472
1725,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),2010,4.902679901
1726,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),2011,5.299682231
1727,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),2012,5.401485493
1728,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),2013,5.57594752
1729,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),2014,5.590427487
1730,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),2015,5.490442357
1731,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),2016,5.46782085
1732,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),2017,5.578365434
1733,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),2018,5.831680334
1734,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),2019,5.9514075
1735,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),62,EAP,,,East Asia & Pacific (excluding high income),2020,5.982246125
1736,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,1990,1.279993776
1737,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,1991,1.31156812
1738,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,1992,1.317690152
1739,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,1993,1.335899495
1740,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,1994,1.370658983
1741,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,1995,1.403588614
1742,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,1996,1.443078108
1743,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,1997,1.48356489
1744,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,1998,1.499751314
1745,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,1999,1.519480468
1746,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,2000,1.547651102
1747,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,2001,1.556494037
1748,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,2002,1.576326353
1749,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,2003,1.613266908
1750,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,2004,1.671395746
1751,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,2005,1.71410705
1752,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,2006,1.77833421
1753,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,2007,1.854965886
1754,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,2008,1.896435641
1755,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,2009,1.923561237
1756,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,2010,1.987969138
1757,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,2011,2.034471916
1758,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,2012,2.103166117
1759,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,2013,2.096800634
1760,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,2014,2.171885047
1761,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,2015,2.159747859
1762,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,2016,2.165596751
1763,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,2017,2.217189216
1764,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,2018,2.241040358
1765,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,2019,2.202796595
1766,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),63,EAR,,,Early-demographic dividend,2020,2.016408163
1767,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),64,EAS,,,East Asia & Pacific,1990,2.377151667
1768,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),64,EAS,,,East Asia & Pacific,1991,2.452136747
1769,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),64,EAS,,,East Asia & Pacific,1992,2.509203991
1770,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),64,EAS,,,East Asia & Pacific,1993,2.632591396
1771,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),64,EAS,,,East Asia & Pacific,1994,2.727093184
1772,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),64,EAS,,,East Asia & Pacific,1995,2.917392003
1773,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),64,EAS,,,East Asia & Pacific,1996,2.921583446
1774,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),64,EAS,,,East Asia & Pacific,1997,2.954445937
1775,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),64,EAS,,,East Asia & Pacific,1998,2.918476197
1776,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),64,EAS,,,East Asia & Pacific,1999,2.908548087
1777,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),64,EAS,,,East Asia & Pacific,2000,3.021744384
1778,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),64,EAS,,,East Asia & Pacific,2001,3.106576744
1779,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),64,EAS,,,East Asia & Pacific,2002,3.245427141
1780,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),64,EAS,,,East Asia & Pacific,2003,3.547750501
1781,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),64,EAS,,,East Asia & Pacific,2004,3.887041862
1782,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),64,EAS,,,East Asia & Pacific,2005,4.209175651
1783,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),64,EAS,,,East Asia & Pacific,2006,4.473746532
1784,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),64,EAS,,,East Asia & Pacific,2007,4.745310361
